"Crop","Crop_Year","Season","State","Area","Annual_Rainfall","Fertilizer","Pesticide","Yield"
"Potato",2018,"Winter","Bihar",73008,1521.4,11841897.6,25552.8,14.90944444
"Rice",2018,"Autumn","Bihar",445393,1521.4,72242744.6,155887.55,1.439545455
"Rice",2018,"Summer","Bihar",60400,1521.4,9796880,21140,2.205
"Rice",2018,"Winter","Bihar",2653929,1521.4,430467283.8,928875.15,1.809210526
"Wheat",2018,"Rabi","Bihar",2156652,1521.4,349808954.4,754828.2,2.959473684
"Ginger",2018,"Whole Year","Chhattisgarh",1843,1515.5,298934.6,645.05,0.78826087
"Potato",2018,"Kharif","Chhattisgarh",1441,1515.5,233730.2,504.35,7.005555556
"Potato",2018,"Rabi","Chhattisgarh",8991,1515.5,1458340.2,3146.85,6.055217391
"Rice",2018,"Kharif","Chhattisgarh",4141378,1515.5,671731511.6,1449482.3,1.521481481
"Wheat",2018,"Rabi","Chhattisgarh",99925,1515.5,16207835,34973.75,1.792692308
"Potato",2018,"Whole Year","Gujarat",121449,1125.4,19699027.8,42507.15,28.84285714
"Rice",2018,"Kharif","Gujarat",809367,1125.4,131279327.4,283278.45,2.131
"Rice",2018,"Summer","Gujarat",29582,1125.4,4798200.4,10353.7,2.676153846
"Wheat",2018,"Rabi","Gujarat",797156,1125.4,129298703.2,279004.6,3.0109375
"Ginger",2018,"Whole Year","Haryana",92,533.2,14922.4,32.2,7.245
"Potato",2018,"Whole Year","Haryana",34738,533.2,5634503.6,12158.3,25.85727273
"Rice",2018,"Kharif","Haryana",1447000,533.2,234703400,506450,2.94952381
"Wheat",2018,"Rabi","Haryana",2553100,533.2,414112820,893585,4.825
"Ginger",2018,"Kharif","Himachal Pradesh",2223,1052.2,360570.6,778.05,3.759
"Potato",2018,"Kharif","Himachal Pradesh",2900,1052.2,470380,1015,5.96875
"Potato",2018,"Rabi","Himachal Pradesh",7029,1052.2,1140103.8,2460.15,9.303333333
"Rice",2018,"Kharif","Himachal Pradesh",71810,1052.2,11647582,25133.5,1.623636364
"Wheat",2018,"Rabi","Himachal Pradesh",319002,1052.2,51742124.4,111650.7,1.594166667
"Rice",2018,"Kharif","Jharkhand",1527103,1222.7,247696106.6,534486.05,1.817916667
"Wheat",2018,"Rabi","Jharkhand",163847,1222.7,26575983.4,57346.45,1.921666667
"Ginger",2018,"Whole Year","Madhya Pradesh",24963.81,1102.2,4049129.982,8737.3335,16.105
"Potato",2018,"Whole Year","Madhya Pradesh",145736.5,1102.2,23638460.3,51007.775,21.3004
"Rice",2018,"Kharif","Madhya Pradesh",2794020,1102.2,453190044,977907,1.444901961
"Wheat",2018,"Rabi","Madhya Pradesh",7721549,1102.2,1252435248,2702542.15,3.141764706
"Rice",2018,"Kharif","Maharashtra",1417445,1387.4,229909579,496105.75,1.657916667
"Rice",2018,"Summer","Maharashtra",47541,1387.4,7711150.2,16639.35,2.755833333
"Wheat",2018,"Rabi","Maharashtra",834423.25,1387.4,135343451.1,292048.1375,1.388666667
"Ginger",2018,"Kharif","Manipur",5493,1196.9,890964.6,1922.55,12.255
"Potato",2018,"Whole Year","Manipur",15550,1196.9,2522210,5442.5,8.283333333
"Rice",2018,"Kharif","Manipur",233500,1196.9,37873700,81725,2.232222222
"Wheat",2018,"Rabi","Manipur",2290,1196.9,371438,801.5,2.395555556
"Potato",2018,"Kharif","Mizoram",61,1665.2,9894.2,21.35,3.94
"Potato",2018,"Rabi","Mizoram",73,1665.2,11840.6,25.55,3.823333333
"Rice",2018,"Autumn","Mizoram",18957,1665.2,3074825.4,6634.95,1.215
"Rice",2018,"Kharif","Mizoram",16133,1665.2,2616772.6,5646.55,2.1975
"Rice",2018,"Rabi","Mizoram",460,1665.2,74612,161,2.115
"Ginger",2018,"Kharif","Nagaland",3960,1372.7,642312,1386,9.151818182
"Potato",2018,"Rabi","Nagaland",7520,1372.7,1219744,2632,9.993636364
"Rice",2018,"Kharif","Nagaland",208990,1372.7,33898178,73146.5,2.444545455
"Rice",2018,"Rabi","Nagaland",5460,1372.7,885612,1911,2.8275
"Wheat",2018,"Rabi","Nagaland",3420,1372.7,554724,1197,1.83
"Rice",2018,"Kharif","Punjab",3103000,585.5,503306600,1086050,4.011818182
"Wheat",2018,"Rabi","Punjab",3520000,585.5,570944000,1232000,5.068636364
"Ginger",2018,"Kharif","Telangana",1615,1350.3,261953,565.25,6.954
"Ginger",2018,"Rabi","Telangana",8,1350.3,1297.6,2.8,6.915
"Potato",2018,"Kharif","Telangana",8,1350.3,1297.6,2.8,3
"Potato",2018,"Rabi","Telangana",1939,1350.3,314505.8,678.65,16.048
"Rice",2018,"Kharif","Telangana",1189264,1350.3,192898620.8,416242.4,3.3065625
"Rice",2018,"Rabi","Telangana",742508,1350.3,120434797.6,259877.8,3.208125
"Wheat",2018,"Rabi","Telangana",4844,1350.3,785696.8,1695.4,1.807
"Rice",2018,"Autumn","Tripura",35340,2169.1,5732148,12369,2.50625
"Rice",2018,"Kharif","Tripura",15382,2169.1,2494960.4,5383.7,1.05375
"Rice",2018,"Summer","Tripura",70742,2169.1,11474352.4,24759.7,3.0775
"Rice",2018,"Winter","Tripura",147900,2169.1,23989380,51765,3.03375
"Wheat",2018,"Rabi","Tripura",157,2169.1,25465.4,54.95,2.08625
"Ginger",2018,"Kharif","Uttar Pradesh",904,792.8,146628.8,316.4,4.7475
"Potato",2018,"Rabi","Uttar Pradesh",571399,792.8,92680917.8,199989.65,27.7596
"Rice",2018,"Kharif","Uttar Pradesh",5894983,792.8,956166242.6,2063244.05,2.6056
"Rice",2018,"Summer","Uttar Pradesh",29145,792.8,4727319,10200.75,2.662631579
"Wheat",2018,"Rabi","Uttar Pradesh",9855900,792.8,1598626980,3449565,3.8556
"Potato",2018,"Kharif","Uttarakhand",6970,1373,1130534,2439.5,10.553
"Potato",2018,"Rabi","Uttarakhand",4955,1373,803701,1734.25,11.87384615
"Rice",2018,"Kharif","Uttarakhand",243666,1373,39522625.2,85283.1,1.804615385
"Rice",2018,"Summer","Uttarakhand",15682,1373,2543620.4,5488.7,3.283333333
"Wheat",2018,"Rabi","Uttarakhand",307452,1373,49868714.4,107608.2,2.349230769
"Potato",2018,"Rabi","West Bengal",436042,2012.6,70726012.4,152614.7,27.25909091
"Potato",2018,"Summer","West Bengal",1635,2012.6,265197,572.25,8.02
"Rice",2018,"Autumn","West Bengal",230980,2012.6,37464956,80843,2.672380952
"Rice",2018,"Summer","West Bengal",1279500,2012.6,207534900,447825,3.45952381
"Rice",2018,"Winter","West Bengal",4002092,2012.6,649139322.4,1400732.2,2.744545455
"Wheat",2018,"Rabi","West Bengal",112147,2012.6,18190243.4,39251.45,2.483
"Ginger",2019,"Whole Year","Arunachal Pradesh",7900,2433.3,1356904,2923,6.1016
"Potato",2019,"Whole Year","Arunachal Pradesh",6200,2433.3,1064912,2294,6.8024
"Rice",2019,"Kharif","Arunachal Pradesh",133500,2433.3,22929960,49395,1.7792
"Wheat",2019,"Rabi","Arunachal Pradesh",3930,2433.3,675016.8,1454.1,2.168333333
"Ginger",2019,"Whole Year","Bihar",381,1194.7,65440.56,140.97,1.888888889
"Potato",2019,"Rabi","Bihar",82888,1194.7,14236842.88,30668.56,13.67526316
"Potato",2019,"Winter","Bihar",74181,1194.7,12741328.56,27446.97,14.46027778
"Rice",2019,"Autumn","Bihar",443965,1194.7,76255428.4,164267.05,1.759583333
"Rice",2019,"Summer","Bihar",60399,1194.7,10374132.24,22347.63,2.142857143
"Rice",2019,"Winter","Bihar",2593026,1194.7,445378145.8,959419.62,2.173157895
"Wheat",2019,"Rabi","Bihar",2150180,1194.7,369314916.8,795566.6,2.569473684
"Ginger",2019,"Whole Year","Chhattisgarh",1162,1420.3,199585.12,429.94,1.413181818
"Potato",2019,"Kharif","Chhattisgarh",1741,1420.3,299034.16,644.17,6.59375
"Potato",2019,"Rabi","Chhattisgarh",8937,1420.3,1535019.12,3306.69,6.473913043
"Rice",2019,"Kharif","Chhattisgarh",4266022,1420.3,732731938.7,1578428.14,1.936428571
"Wheat",2019,"Rabi","Chhattisgarh",116274,1420.3,19971222.24,43021.38,1.336538462
"Potato",2019,"Whole Year","Gujarat",118353,1067.8,20328311.28,43790.61,29.24857143
"Rice",2019,"Kharif","Gujarat",849599,1067.8,145927124.2,314351.63,1.948571429
"Rice",2019,"Summer","Gujarat",54751,1067.8,9404031.76,20257.87,2.848571429
"Wheat",2019,"Rabi","Gujarat",1393487,1067.8,239345327.1,515590.19,3.1434375
"Ginger",2019,"Whole Year","Haryana",74,351.8,12710.24,27.38,10.345
"Potato",2019,"Whole Year","Haryana",38200,351.8,6561232,14134,25.395
"Rice",2019,"Kharif","Haryana",1558900,351.8,267756664,576793,3.048095238
"Wheat",2019,"Rabi","Haryana",2533800,351.8,435205488,937506,4.618181818
"Ginger",2019,"Kharif","Himachal Pradesh",2264,1217.7,388864.64,837.68,3.946666667
"Potato",2019,"Kharif","Himachal Pradesh",2970,1217.7,510127.2,1098.9,7.22375
"Potato",2019,"Rabi","Himachal Pradesh",7156,1217.7,1229114.56,2647.72,10.83
"Rice",2019,"Kharif","Himachal Pradesh",72620,1217.7,12473211.2,26869.4,1.656363636
"Wheat",2019,"Rabi","Himachal Pradesh",319098,1217.7,54808272.48,118066.26,1.7575
"Rice",2019,"Kharif","Jharkhand",1357726,1137.8,233203017.8,502358.62,2.663333333
"Wheat",2019,"Rabi","Jharkhand",214780,1137.8,36890612.8,79468.6,2.055
"Ginger",2019,"Whole Year","Madhya Pradesh",27479.56,1446.7,4719889.226,10167.4372,15.64479167
"Potato",2019,"Whole Year","Madhya Pradesh",149435.36,1446.7,25667017.43,55291.0832,21.80117647
"Rice",2019,"Kharif","Madhya Pradesh",3076000,1446.7,528333760,1138120,1.858
"Rice",2019,"Summer","Madhya Pradesh",34311,1446.7,5893257.36,12695.07,0.8775
"Wheat",2019,"Rabi","Madhya Pradesh",10216517,1446.7,1754788960,3780111.29,3.519423077
"Rice",2019,"Kharif","Maharashtra",1478093,1555.8,253877253.7,546894.41,1.256296296
"Rice",2019,"Summer","Maharashtra",74896,1555.8,12864136.96,27711.52,2.660833333
"Wheat",2019,"Rabi","Maharashtra",1056965,1555.8,181544308.4,391077.05,1.564
"Potato",2019,"Kharif","Mizoram",53,2178.5,9103.28,19.61,4.245
"Potato",2019,"Rabi","Mizoram",91,2178.5,15630.16,33.67,3.506666667
"Rice",2019,"Autumn","Mizoram",18510,2178.5,3179277.6,6848.7,1.18875
"Rice",2019,"Kharif","Mizoram",16232,2178.5,2788008.32,6005.84,2.2025
"Rice",2019,"Rabi","Mizoram",468,2178.5,80383.68,173.16,2.135
"Ginger",2019,"Kharif","Nagaland",4020,1593,690475.2,1487.4,9.150909091
"Potato",2019,"Rabi","Nagaland",7540,1593,1295070.4,2789.8,9.997272727
"Rice",2019,"Kharif","Nagaland",211280,1593,36289452.8,78173.6,2.459090909
"Rice",2019,"Rabi","Nagaland",5670,1593,973879.2,2097.9,2.83
"Wheat",2019,"Rabi","Nagaland",3430,1593,589136.8,1269.1,1.831111111
"Ginger",2019,"Kharif","Odisha",17140,1593.9,2943966.4,6341.8,13.45275862
"Potato",2019,"Winter","Odisha",4397,1593.9,755228.72,1626.89,11.34730769
"Rice",2019,"Autumn","Odisha",426080,1593.9,73183500.8,157649.6,1.8825
"Rice",2019,"Summer","Odisha",292610,1593.9,50258693.6,108265.7,2.796896552
"Rice",2019,"Winter","Odisha",3222020,1593.9,553414155.2,1192147.4,2.564666667
"Wheat",2019,"Summer","Odisha",118,1593.9,20267.68,43.66,1.495
"Rice",2019,"Kharif","Punjab",3142000,653.2,539669920,1162540,3.930909091
"Wheat",2019,"Rabi","Punjab",3521000,653.2,604766960,1302770,4.892272727
"Ginger",2019,"Kharif","Telangana",2409,1031.7,413769.84,891.33,6.696
"Potato",2019,"Kharif","Telangana",3,1031.7,515.28,1.11,0
"Potato",2019,"Rabi","Telangana",994,1031.7,170729.44,367.78,12.98
"Rice",2019,"Kharif","Telangana",1631151,1031.7,280166495.8,603525.87,3.575625
"Rice",2019,"Rabi","Telangana",1585062,1031.7,272250249.1,586472.94,3.610625
"Wheat",2019,"Kharif","Telangana",1,1031.7,171.76,0.37,0
"Wheat",2019,"Rabi","Telangana",4471,1031.7,767938.96,1654.27,1.798461538
"Rice",2019,"Autumn","Tripura",34235,2252.8,5880203.6,12666.95,2.6425
"Rice",2019,"Kharif","Tripura",15228,2252.8,2615561.28,5634.36,1.06875
"Rice",2019,"Summer","Tripura",70577,2252.8,12122305.52,26113.49,3.13
"Rice",2019,"Winter","Tripura",147295,2252.8,25299389.2,54499.15,3.17375
"Wheat",2019,"Rabi","Tripura",148,2252.8,25420.48,54.76,2.228333333
"Ginger",2019,"Kharif","Uttar Pradesh",880,814.5,151148.8,325.6,5.2475
"Potato",2019,"Rabi","Uttar Pradesh",552382,814.5,94877132.32,204381.34,25.4704
"Rice",2019,"Kharif","Uttar Pradesh",5898690,814.5,1013158994,2182515.3,2.823466667
"Rice",2019,"Summer","Uttar Pradesh",25659,814.5,4407189.84,9493.83,2.968717949
"Wheat",2019,"Rabi","Uttar Pradesh",9852504,814.5,1692266087,3645426.48,3.688533333
"Potato",2019,"Kharif","Uttarakhand",8156,1378.9,1400874.56,3017.72,11.09181818
"Potato",2019,"Rabi","Uttarakhand",6411,1378.9,1101153.36,2372.07,11.32923077
"Rice",2019,"Kharif","Uttarakhand",240411,1378.9,41292993.36,88952.07,1.933846154
"Rice",2019,"Summer","Uttarakhand",17370,1378.9,2983471.2,6426.9,3.563333333
"Wheat",2019,"Rabi","Uttarakhand",303283,1378.9,52091888.08,112214.71,2.376923077
"Potato",2019,"Rabi","West Bengal",433051,1733.4,74380839.76,160228.87,27.68363636
"Potato",2019,"Summer","West Bengal",1630,1733.4,279968.8,603.1,8.525
"Rice",2019,"Autumn","West Bengal",215126,1733.4,36950041.76,79596.62,2.434285714
"Rice",2019,"Summer","West Bengal",1271772,1733.4,218439558.7,470555.64,3.464285714
"Rice",2019,"Winter","West Bengal",4004077,1733.4,687740265.5,1481508.49,2.771363636
"Wheat",2019,"Rabi","West Bengal",188308,1733.4,32343782.08,69673.96,2.647619048
"Potato",2020,"Kharif","Uttarakhand",6020,1313.947826,1165532.2,2227.4,9.942
"Potato",2020,"Rabi","Uttarakhand",5427,1313.947826,1050721.47,2007.99,11.83
"Rice",2020,"Kharif","Uttarakhand",241936,1313.947826,46841228.96,89516.32,2.093076923
"Rice",2020,"Summer","Uttarakhand",15315,1313.947826,2965137.15,5666.55,3.563333333
"Wheat",2020,"Rabi","Uttarakhand",297189,1313.947826,57538762.29,109959.93,2.216153846
"Rice",1997,"Kharif","Haryana",913000,661.2,86890210,283030,2.730588235
"Wheat",1997,"Rabi","Haryana",2057000,661.2,195764690,637670,3.607368421
"Rice",1997,"Kharif","Nagaland",145000,1398.5,13799650,44950,1.29
"Rice",1997,"Rabi","Nagaland",200,1398.5,19034,62,1.3
"Potato",1998,"Whole Year","Delhi",142,784.5,14029.6,41.18,7.38
"Rice",1998,"Kharif","Delhi",7303,784.5,721536.4,2117.87,1.48
"Wheat",1998,"Rabi","Delhi",31037,784.5,3066455.6,9000.73,3.47
"Rice",1999,"Kharif","Andhra Pradesh",2848794,650.4,302342507.2,769174.38,2.400869565
"Rice",1999,"Rabi","Andhra Pradesh",1165454,650.4,123689633,314672.58,2.73
"Wheat",1999,"Rabi","Andhra Pradesh",13515,650.4,1434346.95,3649.05,0.658181818
"Potato",1999,"Whole Year","Delhi",157,365.9,16662.41,42.39,7.36
"Rice",1999,"Kharif","Delhi",8105,365.9,860183.65,2188.35,1.89
"Wheat",1999,"Rabi","Delhi",33505,365.9,3555885.65,9046.35,3.64
"Rice",1999,"Kharif","Jammu and Kashmir",250625,667.1,26598831.25,67668.75,1.489166667
"Potato",2000,"Whole Year","Delhi",2487,544.3,244148.79,646.62,18.48
"Rice",2000,"Kharif","Delhi",6053,544.3,594223.01,1573.78,1.89
"Wheat",2000,"Rabi","Delhi",27836,544.3,2732660.12,7237.36,3.52
"Ginger",2000,"Kharif","Jammu and Kashmir",40,989.5,3926.8,10.4,1.415
"Rice",2000,"Kharif","Jammu and Kashmir",244051,989.5,23958486.67,63453.26,1.6
"Wheat",2000,"Rabi","Jammu and Kashmir",276815,989.5,27174928.55,71971.9,0.820833333
"Potato",2001,"Whole Year","Delhi",63,611.9,6434.19,16.38,7.32
"Rice",2001,"Kharif","Delhi",6405,611.9,654142.65,1665.3,1.88
"Wheat",2001,"Rabi","Delhi",26114,611.9,2667022.82,6789.64,3.51
"Potato",2001,"Whole Year","Jammu and Kashmir",1835,953.8,187408.55,477.1,10.07090909
"Rice",2001,"Kharif","Jammu and Kashmir",249830,953.8,25515137.9,64955.8,1.634166667
"Wheat",2001,"Rabi","Jammu and Kashmir",255514,953.8,26095644.82,66433.64,1.418333333
"Potato",2002,"Whole Year","Delhi",61,593.6,5774.87,15.25,7.31
"Rice",2002,"Kharif","Delhi",6096,593.6,577108.32,1524,2.12
"Wheat",2002,"Rabi","Delhi",19860,593.6,1880146.2,4965,4.01
"Potato",2002,"Whole Year","Jammu and Kashmir",1737,933.2,164441.79,434.25,9.146666667
"Rice",2002,"Kharif","Jammu and Kashmir",236199,933.2,22360959.33,59049.75,1.708333333
"Wheat",2002,"Rabi","Jammu and Kashmir",244157,933.2,23114343.19,61039.25,1.465
"Rice",2002,"Kharif","Puducherry",24142,1434.5875,2285523.14,6035.5,2.56
"Potato",2002,"Whole Year","Uttar Pradesh",442030,664,41846980.1,110507.5,22.26231884
"Rice",2002,"Kharif","Uttar Pradesh",5209137,664,493148999.8,1302284.25,1.765942029
"Rice",2002,"Summer","Uttar Pradesh",4292,664,406323.64,1073,1.960952381
"Wheat",2002,"Rabi","Uttar Pradesh",9162749,664,867437447.8,2290687.25,2.558550725
"Ginger",2003,"Kharif","Himachal Pradesh",2044,1112.6,202315.12,490.56,6.75
"Potato",2003,"Whole Year","Himachal Pradesh",15036,1112.6,1488263.28,3608.64,11.48666667
"Rice",2003,"Kharif","Himachal Pradesh",81335,1112.6,8050538.3,19520.4,1.469090909
"Wheat",2003,"Rabi","Himachal Pradesh",365359,1112.6,36163233.82,87686.16,1.3625
"Potato",2003,"Whole Year","Jammu and Kashmir",1614,1430.3,159753.72,387.36,10.385
"Rice",2003,"Kharif","Jammu and Kashmir",259815,1430.3,25716488.7,62355.6,1.870833333
"Wheat",2003,"Rabi","Jammu and Kashmir",250282,1430.3,24772912.36,60067.68,1.513333333
"Ginger",2004,"Kharif","Himachal Pradesh",2043,939.2,221338.62,429.03,7.264285714
"Potato",2004,"Whole Year","Himachal Pradesh",14808,939.2,1604298.72,3109.68,10.27166667
"Rice",2004,"Kharif","Himachal Pradesh",79519,939.2,8615088.46,16698.99,1.454545455
"Wheat",2004,"Rabi","Himachal Pradesh",367770,939.2,39844201.8,77231.7,1.843333333
"Rice",2004,"Kharif","Jammu and Kashmir",250044,1032.1,27089766.96,52509.24,1.838333333
"Wheat",2004,"Rabi","Jammu and Kashmir",248613,1032.1,26934732.42,52208.73,1.814545455
"Ginger",2004,"Kharif","Odisha",15674,1290.4,1698121.16,3291.54,1.825666667
"Potato",2004,"Winter","Odisha",8506,1290.4,921540.04,1786.26,8.655
"Rice",2004,"Autumn","Odisha",824000,1290.4,89272160,173040,0.98
"Rice",2004,"Summer","Odisha",293000,1290.4,31743620,61530,1.938148148
"Rice",2004,"Winter","Odisha",3375000,1290.4,365647500,708750,1.511333333
"Wheat",2004,"Summer","Odisha",4054,1290.4,439210.36,851.34,1.266071429
"Potato",2004,"Rabi","Uttar Pradesh",435135,704,47142525.9,91378.35,20.40014286
"Rice",2004,"Kharif","Uttar Pradesh",5934405,704,642933437.7,1246225.05,1.827714286
"Wheat",2004,"Rabi","Uttar Pradesh",9373402,704,1015514373,1968414.42,2.471714286
"Ginger",2005,"Kharif","Jammu and Kashmir",38,1721.8,4556.96,7.98,1.325
"Potato",2005,"Kharif","Jammu and Kashmir",786,1721.8,94257.12,165.06,5.429
"Rice",2005,"Kharif","Jammu and Kashmir",259014,1721.8,31060958.88,54392.94,2.040833333
"Wheat",2005,"Kharif","Jammu and Kashmir",436,1721.8,52285.12,91.56,0.14
"Wheat",2005,"Rabi","Jammu and Kashmir",436,1721.8,52285.12,91.56,0.14
"Potato",2005,"Rabi","Uttar Pradesh",445197,751.9,53388024.24,93491.37,22.26442857
"Rice",2005,"Kharif","Uttar Pradesh",5571524,751.9,668137158.1,1170020.04,1.951714286
"Wheat",2005,"Rabi","Uttar Pradesh",9163949,751.9,1098940764,1924429.29,2.538142857
"Ginger",2006,"Kharif","Jammu and Kashmir",4,1786.5,510.84,0.88,1.7
"Potato",2006,"Kharif","Jammu and Kashmir",889,1786.5,113534.19,195.58,6.66
"Potato",2006,"Rabi","Jammu and Kashmir",857,1786.5,109447.47,188.54,14.57375
"Rice",2006,"Kharif","Jammu and Kashmir",252516,1786.5,32248818.36,55553.52,2.060833333
"Wheat",2006,"Rabi","Jammu and Kashmir",261584,1786.5,33406892.64,57548.48,1.821818182
"Potato",2007,"Whole Year","Delhi",56,677.5,7470.4,8.96,15.86
"Rice",2007,"Kharif","Delhi",7419,677.5,989694.6,1187.04,2.82
"Wheat",2007,"Rabi","Delhi",17482,677.5,2332098.8,2797.12,4.36
"Ginger",2007,"Kharif","Jammu and Kashmir",75,1042.2,10005,12,1.3
"Potato",2007,"Kharif","Jammu and Kashmir",1380,1042.2,184092,220.8,4.94875
"Potato",2007,"Rabi","Jammu and Kashmir",857,1042.2,114323.8,137.12,13.078
"Rice",2007,"Kharif","Jammu and Kashmir",263246,1042.2,35117016.4,42119.36,1.9745
"Wheat",2007,"Kharif","Jammu and Kashmir",20,1042.2,2668,3.2,0.12
"Wheat",2007,"Rabi","Jammu and Kashmir",261584,1042.2,34895305.6,41853.44,1.762666667
"Potato",2008,"Whole Year","Delhi",79,614.6,11300.16,7.11,16.77
"Rice",2008,"Kharif","Delhi",7039,614.6,1006858.56,633.51,2.82
"Wheat",2008,"Rabi","Delhi",18430,614.6,2636227.2,1658.7,4.36
"Potato",2009,"Whole Year","Delhi",88,528.4,13712.16,14.96,249.99
"Rice",2009,"Kharif","Delhi",6821,528.4,1062848.22,1159.57,2.79
"Wheat",2009,"Rabi","Delhi",21309,528.4,3320368.38,3622.53,4.34
"Ginger",2009,"Kharif","Jammu and Kashmir",37,751.7,5765.34,6.29,1.346666667
"Potato",2009,"Kharif","Jammu and Kashmir",1098,751.7,171090.36,186.66,6.574615385
"Potato",2009,"Rabi","Jammu and Kashmir",1184,751.7,184490.88,201.28,12.63666667
"Rice",2009,"Kharif","Jammu and Kashmir",259892,751.7,40496371.44,44181.64,1.859
"Wheat",2009,"Rabi","Jammu and Kashmir",284644,751.7,44353228.08,48389.48,1.167142857
"Potato",2010,"Whole Year","Delhi",51,989.5,8471.61,12.24,311.02
"Rice",2010,"Kharif","Delhi",6848,989.5,1137521.28,1643.52,2.79
"Wheat",2010,"Rabi","Delhi",20135,989.5,3344624.85,4832.4,4.34
"Potato",2011,"Whole Year","Delhi",48,641.3954545,8040.96,15.84,311
"Rice",2011,"Kharif","Delhi",7248,641.3954545,1214184.96,2391.84,2.79
"Wheat",2011,"Rabi","Delhi",18927,641.3954545,3170651.04,6245.91,4.34
"Ginger",2011,"Kharif","Jammu and Kashmir",32,887.6,5360.64,10.56,1.353333333
"Ginger",2011,"Rabi","Jammu and Kashmir",3,887.6,502.56,0.99,0.9
"Potato",2011,"Kharif","Jammu and Kashmir",1015,887.6,170032.8,334.95,7.66125
"Potato",2011,"Rabi","Jammu and Kashmir",1045,887.6,175058.4,344.85,11.048
"Rice",2011,"Kharif","Jammu and Kashmir",262169,887.6,43918550.88,86515.77,2.0225
"Wheat",2011,"Rabi","Jammu and Kashmir",291994,887.6,48914834.88,96358.02,1.423571429
"Potato",2012,"Whole Year","Delhi",689,451.9,103901.2,213.59,21.27
"Rice",2012,"Kharif","Delhi",6068,451.9,915054.4,1881.08,3.26
"Wheat",2012,"Rabi","Delhi",19450,451.9,2933060,6029.5,4.36
"Ginger",2012,"Kharif","Jammu and Kashmir",26,1116.7,3920.8,8.06,1.315
"Ginger",2012,"Rabi","Jammu and Kashmir",3,1116.7,452.4,0.93,0.9
"Potato",2012,"Kharif","Jammu and Kashmir",1225,1116.7,184730,379.75,10.75
"Potato",2012,"Rabi","Jammu and Kashmir",1161,1116.7,175078.8,359.91,12.59
"Rice",2012,"Kharif","Jammu and Kashmir",261663,1116.7,39458780.4,81115.53,1.8875
"Wheat",2012,"Rabi","Jammu and Kashmir",289964,1116.7,43726571.2,89888.84,1.328461538
"Rice",2012,"Kharif","Puducherry",3559,1098.3,536697.2,1103.29,3.076666667
"Rice",2012,"Rabi","Puducherry",8979,1098.3,1354033.2,2783.49,3.233333333
"Rice",2012,"Summer","Puducherry",3743,1098.3,564444.4,1160.33,2.54
"Potato",2013,"Whole Year","Delhi",689,706.8,99553.61,186.03,21.27
"Rice",2013,"Kharif","Delhi",6068,706.8,876765.32,1638.36,3.26
"Wheat",2013,"Rabi","Delhi",19450,706.8,2810330.5,5251.5,4.45
"Rice",2013,"Kharif","Puducherry",3671,1083.2,530422.79,991.17,2.696666667
"Rice",2013,"Rabi","Puducherry",8382,1083.2,1211115.18,2263.14,3.78
"Rice",2013,"Summer","Puducherry",3769,1083.2,544582.81,1017.63,3.41
"Potato",2014,"Whole Year","Delhi",436,416.4,65818.56,143.88,21.27
"Rice",2014,"Kharif","Delhi",6035,416.4,911043.6,1991.55,2.86
"Wheat",2014,"Rabi","Delhi",19360,416.4,2922585.6,6388.8,4.42
"Ginger",2014,"Kharif","Jammu and Kashmir",21,1278.4,3170.16,6.93,1.353333333
"Potato",2014,"Kharif","Jammu and Kashmir",1792,1278.4,270520.32,591.36,8.44625
"Rice",2014,"Kharif","Jammu and Kashmir",275861,1278.4,41643976.56,91034.13,1.098947368
"Rice",2014,"Kharif","Puducherry",3643,1330,549947.28,1202.19,2.936666667
"Rice",2014,"Rabi","Puducherry",9006,1330,1359545.76,2971.98,3.506666667
"Rice",2014,"Summer","Puducherry",4005,1330,604594.8,1321.65,3.62
"Rice",2015,"Kharif","Delhi",5884,757.7,929142.44,1941.72,2.86
"Wheat",2015,"Rabi","Delhi",19050,757.7,3008185.5,6286.5,4.38
"Ginger",2015,"Kharif","Jammu and Kashmir",9,1572.6,1421.19,2.97,2.175
"Potato",2015,"Kharif","Jammu and Kashmir",1710,1572.6,270026.1,564.3,5.697333333
"Potato",2015,"Rabi","Jammu and Kashmir",1532,1572.6,241918.12,505.56,10.39166667
"Rice",2015,"Kharif","Jammu and Kashmir",304503,1572.6,48084068.73,100485.99,2.05
"Wheat",2015,"Rabi","Jammu and Kashmir",281870,1572.6,44510091.7,93017.1,1.332857143
"Rice",2016,"Kharif","Delhi",5973,747.1,915362.25,2090.55,2.89
"Wheat",2016,"Rabi","Delhi",19622,747.1,3007071.5,6867.7,4.44
"Ginger",2016,"Kharif","Jammu and Kashmir",23,902.8,3524.75,8.05,1.976666667
"Potato",2016,"Kharif","Jammu and Kashmir",1692,902.8,259299,592.2,7.245
"Potato",2016,"Rabi","Jammu and Kashmir",1387,902.8,212557.75,485.45,11.46928571
"Rice",2016,"Kharif","Jammu and Kashmir",283443,902.8,43437639.75,99205.05,2.0255
"Wheat",2016,"Rabi","Jammu and Kashmir",290301,902.8,44488628.25,101605.35,1.416428571
"Rice",2017,"Kharif","Delhi",5854,533.7,921653.76,2224.52,2.88
"Wheat",2017,"Rabi","Delhi",19671,533.7,3097002.24,7474.98,4.24
"Ginger",2017,"Kharif","Jammu and Kashmir",25,1279.1,3936,9.5,2.0225
